Title;Summary;Article URL;Date;Document_Type;Product_Type;Countries;Regions;Drug_names;Language;Source URL;title_english;summary_english;File_Name
#MedSafetyWeek 2024 Press Release;#MedSafetyWeek 2024 Press Release CYPRUS TAKES PART IN GLOBAL CAMPAIGN FOR SAFER USE OF MEDICINES Medicines are used by millions of people to treat their illness. However, sometimes medicines can cause side effects. By using medicines correctly, we can drastically reduce the risk of side effects and severe harm. And by reporting side effects when they occur, we can help make medicines safer for everyone. Today marks the launch of the ninth global #MedSafetyWeek campaign, where Pharmaceutical Services is one of 107 partner organisations. Research shows that about half of all side effects are preventable. Patient safety is our top...;https://www.moh.gov.cy/Moh/phs/phs.nsf/All/A6365D9F5988AB05C2258BCB0029CF6F?OpenDocument;- 04/11/2024;Press Release;Other;Global, Cyprus;Middle East, Global;None;English;https://www.moh.gov.cy/moh/phs/phs.nsf/pressreleases_showgeneral_en/pressreleases_showgeneral_en?Opendocument;None;None;CY.xlsx
EMA recommends suspension of sickle cell disease medicine Oxbryta;"EMA recommends suspension of sickle cell disease medicine Oxbryta
Measure taken as precaution while review of emerging data is ongoing
EMA’s human medicines committee (CHMP) has recommended suspending the marketing authorisation for the sickle cell disease medicine Oxbryta (voxelotor); this measure is taken as a precaution while a review of emerging data is ongoing.";https://www.moh.gov.cy/Moh/phs/phs.nsf/All/3C084C4B74AAE75FC2258BBA00384D96?OpenDocument;- 18/10/2024;Other Type;Other;European Union, Global;European Union, Global;None;English;https://www.moh.gov.cy/moh/phs/phs.nsf/pressreleases_showgeneral_en/pressreleases_showgeneral_en?Opendocument;None;None;CY.xlsx
EMA recommends non-renewal of authorisation of Duchenne muscular dystrophy medicine Translarna;No summary available;https://www.moh.gov.cy/moh/phs/phs.nsf/All/45D6AFC48726EEB2C2258B640025EDD9?OpenDocument;- 24/07/2024;Other Type;Other;Global;Global;None;English;https://www.moh.gov.cy/moh/phs/phs.nsf/pressreleases_showgeneral_en/pressreleases_showgeneral_en?Opendocument;None;None;CY.xlsx
EMA recommends revoking conditional marketing authorisation for Ocaliva;No summary available;https://www.moh.gov.cy/Moh/phs/phs.nsf/All/BAC2DC25A858B7AFC2258B57003B24C1?OpenDocument;- 11/07/2024;Other Type;Other;Global;Global;None;English;https://www.moh.gov.cy/moh/phs/phs.nsf/pressreleases_showgeneral_en/pressreleases_showgeneral_en?Opendocument;None;None;CY.xlsx
Kick-off meeting of the EU4Health Programme Joint Action IncreaseNET;31 January 2024 was an important day for the entire European medicines regulatory network (EMRN).;https://www.moh.gov.cy/Moh/phs/phs.nsf/All/7CB70E475477DB95C2258ABE003F130A?OpenDocument;- 09/02/2024;Meeting;Other;Ukraine, European Union, Slovenia, Global;Southern Europe, Eastern Europe, European Union, Global;None;English;https://www.moh.gov.cy/moh/phs/phs.nsf/pressreleases_showgeneral_en/pressreleases_showgeneral_en?Opendocument;None;None;CY.xlsx
EMA recommends non-renewal of authorisation of Duchenne muscular dystrophy medicine Translarna;"EMA recommends non-renewal of authorisation of Duchenne muscular dystrophy medicine Translarna
EMA’s human medicines committee (CHMP) has recommended not renewing the marketing authorisation for Translarna (ataluren), a medicine for treating patients with Duchenne muscular dystrophy whose disease is caused by a type of genetic defect called a ‘nonsense mutation’ in the dystrophin gene and who are able to walk.";https://www.moh.gov.cy/Moh/phs/phs.nsf/All/9A17C53D33284ACCC2258A300023554E?OpenDocument;- 20/09/2023;Other Type;Other;European Union, Global;European Union, Global;None;Multiple;https://www.moh.gov.cy/moh/phs/phs.nsf/pressreleases_showgeneral_en/pressreleases_showgeneral_en?Opendocument;None;None;CY.xlsx
Spikevax: EMA recommends approval of adapted COVID-19 vaccine targeting Omicron XBB.1.5;"Spikevax: EMA recommends approval of adapted COVID-19 vaccine targeting Omicron XBB.1.5
EMA’s human medicines committee (CHMP) has recommended authorising an adapted Spikevax vaccine targeting the Omicron XBB.1.5 subvariant.";https://www.moh.gov.cy/Moh/phs/phs.nsf/All/314D80C23E4D03F2C2258A3000232582?OpenDocument;- 20/09/2023;Other Type;Vaccine;European Union, Global;European Union, Global;COVID-19;English;https://www.moh.gov.cy/moh/phs/phs.nsf/pressreleases_showgeneral_en/pressreleases_showgeneral_en?Opendocument;None;None;CY.xlsx
Comirnaty: EMA recommends approval of adapted COVID-19 vaccine targeting Omicron XBB.1.5;"Comirnaty: EMA recommends approval of adapted COVID-19 vaccine targeting Omicron XBB.1.5
EMA’s human medicines committee (CHMP) has recommended authorising an adapted Comirnaty vaccine targeting the Omicron XBB.1.5 subvariant.";https://www.moh.gov.cy/Moh/phs/phs.nsf/All/A493C8BE03F07EA7C2258A1C003982A9?OpenDocument;- 31/08/2023;Other Type;Vaccine;European Union, Global;European Union, Global;COVID-19;English;https://www.moh.gov.cy/moh/phs/phs.nsf/pressreleases_showgeneral_en/pressreleases_showgeneral_en?Opendocument;None;None;CY.xlsx
CHESSMEN, the Joint Action to mitigate medicine’s shortages;No summary available;https://www.moh.gov.cy/moh/phs/phs.nsf/All/CC9A61154D97C7F3C22589590027F4A2?OpenDocument;- 17/02/2023;Law;Other;Global;Global;None;English;https://www.moh.gov.cy/moh/phs/phs.nsf/pressreleases_showgeneral_en/pressreleases_showgeneral_en?Opendocument;None;None;CY.xlsx
Quick Guide on CTR;No summary available;https://www.moh.gov.cy/Moh/phs/phs.nsf/All/7DF84FF0B3D1E858C22589490035CE37?OpenDocument;- 01/02/2023;Other Type;Other;Global;Global;None;English;https://www.moh.gov.cy/moh/phs/phs.nsf/pressreleases_showgeneral_en/pressreleases_showgeneral_en?Opendocument;None;None;CY.xlsx
Urgent Field Safety Notice for Philips Azurion, Philips Allura by Philips Medical Systems Nederland B.V.;Product group Radiological technology - radiological equipment for vascular diagnostics Reference 01278/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for Philips Azurion, Philips Allura by Philips Medical Systems Nederland B.V. 2025.05.22 PDF, 2MB, File does not meet accessibility standards;https://www.bfarm.de/SharedDocs/Kundeninfos/EN/17/2025/01278-25_kundeninfo_en.pdf?__blob=publicationFile;22/05/2025;NDA Approval;Other;Netherlands;Western Europe;None;English;https://www.bfarm.de/SharedDocs/Kundeninfos/EN/17/2025/01278-25_kundeninfo_en.html?nn=986784;None;None;DE.xlsx
Urgent Field Safety Notice for Operating room audiovisual data/device management by Barco;Product group Surgical equipment/ Anaesthesia - surgical equipment Reference 19662/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for Operating room audiovisual data/device management by Barco 2025.05.22 PDF, 209KB, File does not meet accessibility standards;https://www.bfarm.de/SharedDocs/Kundeninfos/EN/12/2025/19662-25_kundeninfo_en.pdf?__blob=publicationFile;22/05/2025;NDA Approval;Other;Global;Global;None;English;https://www.bfarm.de/SharedDocs/Kundeninfos/EN/12/2025/19662-25_kundeninfo_en.html?nn=986784;None;None;DE.xlsx
Urgent Field Safety Notice for 4Fr Single-Lumen PowerPICC Catheter (SOLO and no.-SOLO) by Bard Access Systems Division (BASD);Product group Injections / Infusions / Transfusions / Dialysis - catheters Reference 19743/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for 4Fr Single-Lumen PowerPICC Catheter (SOLO and no.-SOLO) by Bard Access Systems Division (BASD) 2025.05.22 PDF, 306KB, File does not meet accessibility standards;https://www.bfarm.de/SharedDocs/Kundeninfos/EN/07/2025/19743-25_kundeninfo_en.pdf?__blob=publicationFile;22/05/2025;NDA Approval;Drug Product;Global;Global;None;English;https://www.bfarm.de/SharedDocs/Kundeninfos/EN/07/2025/19743-25_kundeninfo_en.html?nn=986784;None;None;DE.xlsx
Urgent Field Safety Notice for Straight Inflow/Bifurcated Outflow Pt Line by Belmont Instrument Corporation;Product group Injections / Infusions / Transfusions / Dialysis - infusion technology Reference 16983/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for Straight Inflow/Bifurcated Outflow Pt Line by Belmont Instrument Corporation 2025.05.22 PDF, 2MB, File does not meet accessibility standards;https://www.bfarm.de/SharedDocs/Kundeninfos/EN/07/2025/16983-25_kundeninfo_en.pdf?__blob=publicationFile;22/05/2025;NDA Approval;Drug Product;Global;Global;None;English;https://www.bfarm.de/SharedDocs/Kundeninfos/EN/07/2025/16983-25_kundeninfo_en.html?nn=986784;None;None;DE.xlsx
Urgent Field Safety Notice for OPTILENE SILVER MESH by B. Braun Surgical S.A.;Product group Non-active implants - special implants Reference 20772/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for OPTILENE SILVER MESH by B. Braun Surgical S.A. 2025.05.22 PDF, 1MB, File does not meet accessibility standards;https://www.bfarm.de/SharedDocs/Kundeninfos/EN/11/2025/20772-25_kundeninfo_en.pdf?__blob=publicationFile;22/05/2025;NDA Approval;Medical Device;Global;Global;None;English;https://www.bfarm.de/SharedDocs/Kundeninfos/EN/11/2025/20772-25_kundeninfo_en.html?nn=986784;None;None;DE.xlsx
Events and trainings;No summary available;https://www.bfarm.de/SharedDocs/Downloads/EN/Code-Systems/Iris/Agenda-UGM2025.pdf?__blob=publicationFile;21/05/2025;Other Type;Other;Global;Global;None;English;https://www.bfarm.de/EN/Code-systems/Collaboration-and-projects/Iris-Institute/Events-and-trainings/_artikel.html?nn=986784;None;None;DE.xlsx
Current processing statistics of the BfArM;State: April 2025 Current processing statistics of the BfArM PDF, 239KB, File does not meet accessibility standards;https://www.bfarm.de/SharedDocs/Downloads/EN/Service/Statistik/AM_statistics/stat-2025-internet.pdf?__blob=publicationFile;21/05/2025;NDA Approval;Other;Global;Global;None;English;https://www.bfarm.de/SharedDocs/Downloads/EN/Service/Statistik/AM_statistics/stat-2025-internet.html?nn=986784;None;None;DE.xlsx
Processing statistics;No summary available;https://www.bfarm.de/SharedDocs/Downloads/EN/Service/Statistik/AM_statistics/stat-2025-internet.pdf?__blob=publicationFile;21/05/2025;Other Type;Other;Global;Global;None;English;https://www.bfarm.de/EN/News/Statistics/Licensing-processing/_artikel.html?nn=986784;None;None;DE.xlsx
Marketable medicinal products in the responsibility of the BfArM;No summary available;https://www.bfarm.de/EN/News/Statistics/Marketable-medicinal-products/_artikel.html?nn=986784;21/05/2025;Other Type;Other;Global;Global;None;English;https://www.bfarm.de/EN/News/Statistics/Marketable-medicinal-products/_artikel.html?nn=986784;None;None;DE.xlsx
Agenda Iris User Group Meeting;Agenda Iris User Group Meeting Agenda Iris User Group Meeting PDF, 141KB, File is accessible;https://www.bfarm.de/SharedDocs/Downloads/EN/Code-Systems/Iris/Agenda-UGM2025.pdf?__blob=publicationFile;20/05/2025;NDA Approval;Other;Global;Global;None;English;https://www.bfarm.de/SharedDocs/Downloads/EN/Code-Systems/Iris/Agenda-UGM2025.html?nn=986784;None;None;DE.xlsx
Urgent Field Safety Notice for Suspicion DBZ by Peter Brehm GmbH;Product group Medical instruments for use in humans - bone surgery Reference 20025/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for Einschläger DBZ by PETER BREHM GmbH 2025.05.20 PDF, 696KB, File does not meet accessibility standards;https://www.bfarm.de/SharedDocs/Kundeninfos/EN/06/2025/20025-25_kundeninfo_en.pdf?__blob=publicationFile;20/05/2025;NDA Approval;Other;Global;Global;None;English;https://www.bfarm.de/SharedDocs/Kundeninfos/EN/06/2025/20025-25_kundeninfo_en.html?nn=986784;None;None;DE.xlsx
Urgent Field Safety Notice for MAGLIFE RT-1 by Schiller Medical SAS;Product group Medical electronics / Electromedical devices - electrodiagnostics Reference 17560/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for MAGLIFE RT-1 by Schiller Medical SAS 2025.05.20 PDF, 181KB, File does not meet accessibility standards;https://www.bfarm.de/SharedDocs/Kundeninfos/EN/10/2025/17560-25_kundeninfo_en.pdf?__blob=publicationFile;20/05/2025;NDA Approval;Medical Device;Global;Global;RT-1;English;https://www.bfarm.de/SharedDocs/Kundeninfos/EN/10/2025/17560-25_kundeninfo_en.html?nn=986784;None;None;DE.xlsx
Urgent Field Safety Notice for Dexcom G7 Continuous Glucose Monitoring System by Dexcom, Inc;Product group Medical electronics / Electromedical devices - electric blood glucose meters Reference 17655/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for Dexcom G7 Continuous Glucose Monitoring System by Dexcom, Inc 2025.05.20 PDF, 154KB, File does not meet accessibility standards;https://www.bfarm.de/SharedDocs/Kundeninfos/EN/10/2025/17655-25_kundeninfo_en.pdf?__blob=publicationFile;20/05/2025;NDA Approval;Medical Device;Global;Global;None;English;https://www.bfarm.de/SharedDocs/Kundeninfos/EN/10/2025/17655-25_kundeninfo_en.html?nn=986784;None;None;DE.xlsx
Urgent Field Safety Notice for Sample Probe by Beckman Coulter, Inc.;Product group In-vitro diagnostics - others Reference 18927/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for Sample Probe by Beckman Coulter, Inc. 2025.05.19 PDF, 585KB, File does not meet accessibility standards;https://www.bfarm.de/SharedDocs/Kundeninfos/EN/08/2025/18927-25_kundeninfo_en.pdf?__blob=publicationFile;19/05/2025;NDA Approval;Other;Global;Global;None;English;https://www.bfarm.de/SharedDocs/Kundeninfos/EN/08/2025/18927-25_kundeninfo_en.html?nn=986784;None;None;DE.xlsx
Urgent Field Safety Notice for RayStation by RaySearch Laboratories AB;Product group Radiotherapy / Radiation protection - radiotherapy treatment planning systems Reference 20212/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for RayStation by RaySearch Laboratories AB 2025.05.19 PDF, 182KB, File does not meet accessibility standards;https://www.bfarm.de/SharedDocs/Kundeninfos/EN/18/2025/20212-25_kundeninfo_en.pdf?__blob=publicationFile;19/05/2025;NDA Approval;Other;Global;Global;RayStation, RaySearch;English;https://www.bfarm.de/SharedDocs/Kundeninfos/EN/18/2025/20212-25_kundeninfo_en.html?nn=986784;None;None;DE.xlsx
Urgent Field Safety Notice for Epicutaneo Cava Catheter by VYGON GmbH & Co. KG;Product group Injections / Infusions / Transfusions / Dialysis - catheters Reference 18818/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for Epicutaneo Cava Catheter by VYGON GmbH & Co. KG 2025.05.19 PDF, 629KB, File does not meet accessibility standards;https://www.bfarm.de/SharedDocs/Kundeninfos/EN/07/2025/18818-25_kundeninfo_en.pdf?__blob=publicationFile;19/05/2025;NDA Approval;Drug Product;Global;Global;None;English;https://www.bfarm.de/SharedDocs/Kundeninfos/EN/07/2025/18818-25_kundeninfo_en.html?nn=986784;None;None;DE.xlsx
Urgent Field Safety Notice for BD Texium closed Male Luer with Female Cap, BD Texium (3 mL, 5 mL, 10mL, 20mL, 30mL, 60mL) by BD Switzerland Sarl;Product group Injections / Infusions / Transfusions / Dialysis - infusion technology Reference 19235/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for BD Texium closed Male Luer with Female Cap, BD Texium (3 mL, 5 mL, 10mL, 20mL, 30mL, 60mL) by BD Switzerland Sarl 2025.05.19 PDF, 332KB, File does not meet accessibility standards;https://www.bfarm.de/SharedDocs/Kundeninfos/EN/07/2025/19235-25_kundeninfo_en.pdf?__blob=publicationFile;19/05/2025;NDA Approval;Drug Product;Switzerland;Central Europe;None;English;https://www.bfarm.de/SharedDocs/Kundeninfos/EN/07/2025/19235-25_kundeninfo_en.html?nn=986784;None;None;DE.xlsx
